"date","temp_c"
2025-10-01,9.15031008049846
2025-10-02,11.1532205417752
2025-10-03,9.6359076872468
2025-10-04,11.5320696160197
2025-10-05,11.7618691371754
2025-10-06,8.18222599755973
2025-10-07,10.112421952188
2025-10-08,11.5696761775762
2025-10-09,10.2057400578633
2025-10-10,9.82645894121379
2025-10-11,11.8273333813995
2025-10-12,9.81333662476391
2025-10-13,10.7102825418115
2025-10-14,10.2905336078256
2025-10-15,8.41169873066247
2025-10-16,11.5992998816073
2025-10-17,8.98435093741864
2025-10-18,8.16823813412338
2025-10-19,9.31168287713081
2025-10-20,11.8180145965889
2025-10-21,11.558157264255
2025-10-22,10.7712136246264
2025-10-23,10.5620272550732
2025-10-24,11.9770791064948
2025-10-25,10.6228231964633
2025-10-26,10.8341218726709
2025-10-27,10.1762640988454
2025-10-28,10.3765680817887
2025-10-29,9.15663894917816
2025-10-30,8.5884545892477
2025-10-31,11.8520969301462
2025-11-01,13.8045980902389
2025-11-02,13.3814105568454
2025-11-03,13.5909348353744
2025-11-04,12.0492273690179
2025-11-05,12.9555919421837
2025-11-06,13.5169190750457
2025-11-07,12.4328158716671
2025-11-08,12.6363620152697
2025-11-09,12.4632515707053
2025-11-10,12.2856000447646
2025-11-11,12.829092671629
2025-11-12,12.8274486525916
2025-11-13,12.7376909018494
2025-11-14,12.3048894954845
2025-11-15,12.277612126898
2025-11-16,12.4660681989044
2025-11-17,12.9319249005057
2025-11-18,12.5319452807307
2025-11-19,13.7156554306857
2025-11-20,12.0916623333469
2025-11-21,12.8844001484104
2025-11-22,13.5978496912867
2025-11-23,12.2437985199504
2025-11-24,13.121895967517
2025-11-25,12.4130627792329
2025-11-26,12.2550633004867
2025-11-27,13.5066157286055
2025-11-28,13.7900907183066
2025-11-29,12.7489255517721
2025-11-30,13.330230389256
2025-12-01,9.28452198277228
2025-12-02,10.1519089133944
2025-12-03,9.82315093372017
2025-12-04,11.4439201166388
2025-12-05,10.3455490241759
2025-12-06,11.4301930591464
2025-12-07,11.4371685285587
2025-12-08,11.3830269633327
2025-12-09,10.3194950628094
2025-12-10,11.2634254759178
2025-12-11,10.8876633946784
2025-12-12,11.1305472040549
2025-12-13,9.0018743199762
2025-12-14,10.4259497222956
2025-12-15,9.66035665548407
2025-12-16,10.1394496131688
2025-12-17,10.8383130098227
2025-12-18,10.0553937277291
2025-12-19,9.33340627304278
2025-12-20,9.73085841815919
2025-12-21,11.0041667623445
2025-12-22,10.2529403390363
2025-12-23,11.3645875020884
2025-12-24,9.30859393277206
2025-12-25,10.3046782244928
2025-12-26,11.9548709399533
2025-12-27,11.679153343197
2025-12-28,11.6594071823638
2025-12-29,9.52515795081854
2025-12-30,9.39208707469516
2025-12-31,10.959305775119
2026-01-01,9.3740658890456
2026-01-02,10.6270325118676
2026-01-03,9.28149296995252
2026-01-04,8.7507644770667
2026-01-05,11.1291772052646
2026-01-06,8.37437994685024
2026-01-07,9.86711616627872
2026-01-08,10.0460218396038
2026-01-09,10.399955837056
2026-01-10,9.33129416126758
2026-01-11,9.95445213466883
2026-01-12,11.8178953099996
2026-01-13,9.9316095886752
2026-01-14,11.5614008884877
2026-01-15,11.6577527476475
2026-01-16,10.4349399292842
2026-01-17,9.64275910612196
2026-01-18,8.58837876375765
2026-01-19,11.7411992130801
2026-01-20,9.2049155998975
2026-01-21,8.24288228619844
2026-01-22,11.7909077601507
2026-01-23,10.8823850937188
2026-01-24,8.56917718239129
2026-01-25,10.1971386242658
2026-01-26,11.8163649542257
2026-01-27,10.3419334124774
2026-01-28,9.61804112698883
2026-01-29,10.591573917307
2026-01-30,9.27928246837109
2026-01-31,9.23088004346937
2026-02-01,10.6593028937932
2026-02-02,11.1084665975068
2026-02-03,12.9526576104108
2026-02-04,10.4626069024671
2026-02-05,10.2731319996528
2026-02-06,10.4257207233459
2026-02-07,12.0700213045347
2026-02-08,11.8577694501728
2026-02-09,12.6741823514458
2026-02-10,12.0189972778317
2026-02-11,12.2112332137767
2026-02-12,11.5634071773384
2026-02-13,11.9795153490268
2026-02-14,12.4654163804371
2026-02-15,12.3588446551003
2026-02-16,12.9394657521043
2026-02-17,11.3182946087327
2026-02-18,10.9351066062227
2026-02-19,11.2284248578362
2026-02-20,10.0314013354946
2026-02-21,10.5515485720243
2026-02-22,12.528187956661
2026-02-23,10.6934853461571
2026-02-24,10.7172998669557
2026-02-25,10.2300734960008
2026-02-26,10.7371710340958
2026-02-27,12.1964056165889
2026-02-28,12.5423594953027
2026-03-01,14.4925818012562
2026-03-02,14.1637270895299
2026-03-03,13.7393469824456
2026-03-04,13.3332893839106
2026-03-05,14.1699833057355
2026-03-06,14.7158059419598
2026-03-07,13.6506782884244
2026-03-08,14.3343040060718
2026-03-09,13.6539720061701
2026-03-10,14.5068986897822
2026-03-11,14.0617137155496
2026-03-12,14.9499554764479
2026-03-13,14.1241418698337
2026-03-14,14.0663361423649
2026-03-15,14.6010638363659
2026-03-16,15.2210030811839
2026-03-17,13.6633088134695
2026-03-18,14.2382383558434
2026-03-19,13.7970600605477
2026-03-20,14.8899191603996
2026-03-21,13.5514854723588
2026-03-22,15.5909323343076
2026-03-23,15.2397040124051
2026-03-24,15.0048539491836
2026-03-25,14.8540536197834
2026-03-26,14.11671418068
2026-03-27,14.5895070575643
2026-03-28,15.6240470285993
2026-03-29,14.7452502993401
2026-03-30,15.5193032943644
2026-03-31,13.9373444947414
2026-04-01,19.5414516110905
2026-04-02,17.3250890304334
2026-04-03,18.9717159701977
2026-04-04,18.4064490024466
2026-04-05,17.3251636573114
2026-04-06,18.8229521738831
2026-04-07,20.5659411151428
2026-04-08,20.5093719474971
2026-04-09,17.3708331075031
2026-04-10,17.6074137820397
2026-04-11,20.9282044218853
2026-04-12,19.0999665509444
2026-04-13,20.6865704457741
2026-04-14,18.3326635116246
2026-04-15,18.0341629663017
2026-04-16,19.2961516210344
2026-04-17,16.7617330842186
2026-04-18,18.8643352910876
2026-04-19,17.1936301342212
2026-04-20,20.8117946821731
2026-04-21,19.0068286298774
2026-04-22,18.5751486362424
2026-04-23,18.0128667110112
2026-04-24,20.40123270615
2026-04-25,17.8204593239352
2026-04-26,17.4411964034662
2026-04-27,16.8532261755317
2026-04-28,16.8608587319031
2026-04-29,18.4102130276151
2026-04-30,17.264824642567
2026-05-01,20.8650191584602
2026-05-02,22.6975055523217
2026-05-03,20.1906545097008
2026-05-04,22.8034123498946
2026-05-05,21.4075545538217
2026-05-06,21.6357759917155
2026-05-07,23.283805295825
2026-05-08,23.675429392606
2026-05-09,21.1301133204252
2026-05-10,23.8444191748276
2026-05-11,22.9135777130723
2026-05-12,22.7455003280193
2026-05-13,20.2113757710904
2026-05-14,21.5808805385605
2026-05-15,21.9113815193996
2026-05-16,22.241013054736
2026-05-17,22.7930463794619
2026-05-18,23.6627341536805
2026-05-19,22.4734049094841
2026-05-20,21.7136860350147
2026-05-21,22.1683214688674
2026-05-22,20.2339139543474
2026-05-23,21.0434274282306
2026-05-24,21.5886078132316
2026-05-25,20.790978946723
2026-05-26,23.3277102513239
2026-05-27,20.611548891291
2026-05-28,23.2136741681024
2026-05-29,22.187304626219
2026-05-30,22.649270568043
2026-05-31,20.6867939755321
2026-06-01,25.1652767991181
2026-06-02,23.5593487338629
2026-06-03,25.6227717320435
2026-06-04,23.9946991233155
2026-06-05,26.8467820556834
2026-06-06,26.8369918530807
2026-06-07,25.6335126950871
2026-06-08,23.286083732266
2026-06-09,23.1089396732859
2026-06-10,24.9652282583993
2026-06-11,23.3376071606763
2026-06-12,24.6553519943263
2026-06-13,25.9264583564363
2026-06-14,22.84030405269
2026-06-15,24.0219959050883
2026-06-16,24.3578813881613
2026-06-17,26.3405340344179
2026-06-18,26.6285397792235
2026-06-19,26.4098877965007
2026-06-20,25.3709342125803
2026-06-21,26.7508348966949
2026-06-22,24.5822244712617
2026-06-23,24.8825951064937
2026-06-24,23.681656029541
2026-06-25,23.7366231570486
2026-06-26,22.1001215027645
2026-06-27,24.5140652281698
2026-06-28,26.3552170682233
2026-06-29,22.0315039197449
2026-06-30,22.3602856199723
2026-07-01,26.8210561249871
2026-07-02,29.8516703713685
2026-07-03,29.6759215290658
2026-07-04,30.8593781783711
2026-07-05,28.3323618841823
2026-07-06,26.3719225665554
2026-07-07,29.2440906215925
2026-07-08,29.7929658475332
2026-07-09,26.6855304050259
2026-07-10,27.9829229731113
2026-07-11,27.1249266460072
2026-07-12,26.2897928026505
2026-07-13,27.9794634415302
2026-07-14,26.3246414999012
2026-07-15,27.1294321645983
2026-07-16,26.2731455455068
2026-07-17,29.3514101977926
2026-07-18,27.4887089130934
2026-07-19,26.5036079115234
2026-07-20,26.3595204860903
2026-07-21,30.4022028439213
2026-07-22,29.7712370103691
2026-07-23,30.083029438043
2026-07-24,30.9107018683571
2026-07-25,26.5179982248228
2026-07-26,26.4952091467567
2026-07-27,29.9941580558661
2026-07-28,29.9228763326537
2026-07-29,26.0471495254897
2026-07-30,29.8953294139355
2026-07-31,29.6469532595947
2026-08-01,32.5205274112523
2026-08-02,31.9236433198676
2026-08-03,30.6265474054962
2026-08-04,30.0328620793298
2026-08-05,31.8098335769027
2026-08-06,31.9691733149812
2026-08-07,31.5583484461531
2026-08-08,31.8586637675762
2026-08-09,32.8531160028651
2026-08-10,30.2212077053264
2026-08-11,31.4191323900595
2026-08-12,33.2112490916625
2026-08-13,33.3428353480995
2026-08-14,30.9509976198897
2026-08-15,31.415944410488
2026-08-16,33.427541680634
2026-08-17,33.4150534952059
2026-08-18,31.1835818216205
2026-08-19,30.5881932983175
2026-08-20,32.8159682452679
2026-08-21,30.4152267528698
2026-08-22,30.1349110919982
2026-08-23,33.9976181117818
2026-08-24,30.1394992163405
2026-08-25,31.3535651350394
2026-08-26,33.6602550465614
2026-08-27,32.4689410785213
2026-08-28,31.1451413948089
2026-08-29,32.9511896120384
2026-08-30,33.3362172367051
2026-08-31,31.2570831216872
2026-09-01,26.462832739111
2026-09-02,27.4868688310962
2026-09-03,27.2073117699474
2026-09-04,27.2196145749185
2026-09-05,28.8892670241185
2026-09-06,26.0736766722985
2026-09-07,24.5970238998998
2026-09-08,26.6301483006682
2026-09-09,25.1253667541314
2026-09-10,26.4320588202681
2026-09-11,25.8510739924386
2026-09-12,28.9167509039398
2026-09-13,25.9415955757722
2026-09-14,25.1462242016569
2026-09-15,27.1164877314586
2026-09-16,24.6827009853441
2026-09-17,28.8373474716209
2026-09-18,26.5753590394743
2026-09-19,24.8153516461607
2026-09-20,27.1095114757773
2026-09-21,28.9297708261292
2026-09-22,27.3438575873151
2026-09-23,26.0945794845466
2026-09-24,25.6167249658611
2026-09-25,28.1762765997555
2026-09-26,24.719085218152
2026-09-27,24.9640797344036
2026-09-28,28.4836934132036
2026-09-29,25.5405977715272
2026-09-30,25.8165027175564
